State GDP_2022
New-Jersey 754,948
New-Mexico 125,541
New-York 2,048,403
North-Carolina 715,968
North-Dakota 72,651
Ohio 825,990
Oklahoma 242,739
Oregon 297,309
Pennsylvania 911,813
Rhode-Island 72,771
South-Carolina 297,546
South-Dakota 68,782
