State GDP_2022
Maine 85,801
Maryland 480,113
Massachusetts 691,461
Michigan 622,563
Minnesota 448,032
Mississippi 139,976
Missouri 396,890
Montana 67,072
Nebraska 164,934
Nevada 222,939
New-Hampshire 105,025
